,ImgPath,Class
14077,data/Furniture_Data\chairs\Contemporary\3188contemporary-armchairs-and-accent-chairs.jpg,chairs
14078,data/Furniture_Data\chairs\Transitional\16160transitional-dining-chairs.jpg,chairs
14079,data/Furniture_Data\chairs\Traditional\12445traditional-armchairs-and-accent-chairs.jpg,chairs
14080,data/Furniture_Data\chairs\Midcentury\20345midcentury-dining-chairs.jpg,chairs
14081,data/Furniture_Data\chairs\Contemporary\1532contemporary-theater-seating.jpg,chairs
14082,data/Furniture_Data\chairs\Modern\6045modern-dining-chairs.jpg,chairs
14083,data/Furniture_Data\chairs\Transitional\15904transitional-dining-chairs.jpg,chairs
14084,data/Furniture_Data\chairs\Traditional\8916traditional-indoor-chaise-lounge-chairs.jpg,chairs
14085,data/Furniture_Data\chairs\Midcentury\19076midcentury-dining-chairs.jpg,chairs
14086,data/Furniture_Data\chairs\Midcentury\17184midcentury-rocking-chairs.jpg,chairs
14087,data/Furniture_Data\chairs\Transitional\26158transitional-dining-chairs.jpg,chairs
14088,data/Furniture_Data\chairs\Midcentury\19412midcentury-armchairs-and-accent-chairs.jpg,chairs
14089,data/Furniture_Data\chairs\Traditional\10213traditional-dining-chairs.jpg,chairs
14090,data/Furniture_Data\chairs\Contemporary\2268contemporary-massage-chairs.jpg,chairs
14091,data/Furniture_Data\chairs\Midcentury\18088midcentury-armchairs-and-accent-chairs.jpg,chairs
14092,data/Furniture_Data\chairs\Farmhouse\33298farmhouse-dining-chairs.jpg,chairs
14093,data/Furniture_Data\chairs\Contemporary\1084contemporary-living-room-chairs.jpg,chairs
14094,data/Furniture_Data\chairs\Traditional\12222traditional-armchairs-and-accent-chairs.jpg,chairs
14095,data/Furniture_Data\chairs\Transitional\21767transitional-dining-chairs.jpg,chairs
14096,data/Furniture_Data\chairs\Rustic\16209rustic-dining-chairs.jpg,chairs
14097,data/Furniture_Data\chairs\Traditional\12553traditional-armchairs-and-accent-chairs.jpg,chairs
14098,data/Furniture_Data\chairs\Transitional\25560transitional-dining-chairs.jpg,chairs
14099,data/Furniture_Data\chairs\Traditional\13661traditional-armchairs-and-accent-chairs.jpg,chairs
14100,data/Furniture_Data\chairs\Traditional\11041traditional-armchairs-and-accent-chairs.jpg,chairs
14101,data/Furniture_Data\chairs\Modern\7820modern-dining-chairs.jpg,chairs
14102,data/Furniture_Data\chairs\Midcentury\9076midcentury-dining-chairs.jpg,chairs
14103,data/Furniture_Data\chairs\Tropical\26309tropical-rocking-chairs.jpg,chairs
14104,data/Furniture_Data\chairs\Traditional\12333traditional-armchairs-and-accent-chairs.jpg,chairs
14105,data/Furniture_Data\chairs\Traditional\12453traditional-dining-chairs.jpg,chairs
14106,data/Furniture_Data\chairs\Craftsman\14659craftsman-dining-chairs.jpg,chairs
14107,data/Furniture_Data\chairs\Industrial\15643industrial-armchairs-and-accent-chairs.jpg,chairs
14108,data/Furniture_Data\chairs\Mediterranean\42965mediterranean-bar-stools-and-counter-stools.jpg,chairs
14109,data/Furniture_Data\chairs\Midcentury\19762midcentury-dining-chairs.jpg,chairs
14110,data/Furniture_Data\chairs\Contemporary\3882contemporary-armchairs-and-accent-chairs.jpg,chairs
14111,data/Furniture_Data\chairs\Modern\6459modern-dining-chairs.jpg,chairs
14112,data/Furniture_Data\chairs\Contemporary\1819contemporary-gliders.jpg,chairs
14113,data/Furniture_Data\chairs\Modern\5643modern-rocking-chairs.jpg,chairs
14114,data/Furniture_Data\chairs\Modern\6554modern-armchairs-and-accent-chairs.jpg,chairs
14115,data/Furniture_Data\chairs\Midcentury\5250midcentury-armchairs-and-accent-chairs.jpg,chairs
14116,data/Furniture_Data\chairs\Transitional\23917transitional-armchairs-and-accent-chairs.jpg,chairs
14117,data/Furniture_Data\chairs\Scandinavian\22124scandinavian-armchairs-and-accent-chairs.jpg,chairs
14118,data/Furniture_Data\chairs\Modern\5821modern-recliner-chairs.jpg,chairs
14119,data/Furniture_Data\chairs\Contemporary\4242contemporary-armchairs-and-accent-chairs.jpg,chairs
14120,data/Furniture_Data\chairs\Transitional\22825transitional-folding-chairs-and-stools.jpg,chairs
14121,data/Furniture_Data\chairs\Midcentury\18469midcentury-armchairs-and-accent-chairs.jpg,chairs
14122,data/Furniture_Data\chairs\Transitional\23036transitional-dining-chairs.jpg,chairs
14123,data/Furniture_Data\chairs\Contemporary\1337contemporary-recliner-chairs.jpg,chairs
14124,data/Furniture_Data\chairs\Transitional\24279transitional-armchairs-and-accent-chairs.jpg,chairs
14125,data/Furniture_Data\chairs\Contemporary\4844contemporary-armchairs-and-accent-chairs.jpg,chairs
14126,data/Furniture_Data\chairs\Transitional\22996transitional-dining-chairs.jpg,chairs
14127,data/Furniture_Data\chairs\Contemporary\3502contemporary-armchairs-and-accent-chairs.jpg,chairs
14128,data/Furniture_Data\chairs\Traditional\10410traditional-armchairs-and-accent-chairs.jpg,chairs
14129,data/Furniture_Data\chairs\Midcentury\20130midcentury-dining-chairs.jpg,chairs
14130,data/Furniture_Data\chairs\Midcentury\17948midcentury-armchairs-and-accent-chairs.jpg,chairs
14131,data/Furniture_Data\chairs\Transitional\24942transitional-dining-chairs.jpg,chairs
14132,data/Furniture_Data\chairs\Contemporary\4812contemporary-dining-chairs.jpg,chairs
14133,data/Furniture_Data\chairs\Modern\7590modern-dining-chairs.jpg,chairs
14134,data/Furniture_Data\chairs\Transitional\8381transitional-dining-chairs.jpg,chairs
14135,data/Furniture_Data\chairs\Farmhouse\33584farmhouse-dining-chairs.jpg,chairs
14136,data/Furniture_Data\chairs\Traditional\11857traditional-armchairs-and-accent-chairs.jpg,chairs
14137,data/Furniture_Data\chairs\Transitional\14265transitional-dining-chairs.jpg,chairs
14138,data/Furniture_Data\chairs\Traditional\10030traditional-armchairs-and-accent-chairs.jpg,chairs
14139,data/Furniture_Data\chairs\Asian\14192asian-dining-chairs.jpg,chairs
14140,data/Furniture_Data\chairs\Midcentury\20512midcentury-armchairs-and-accent-chairs.jpg,chairs
14141,data/Furniture_Data\chairs\Traditional\13765traditional-armchairs-and-accent-chairs.jpg,chairs
14142,data/Furniture_Data\chairs\Traditional\13208traditional-dining-chairs.jpg,chairs
14143,data/Furniture_Data\chairs\Contemporary\2836contemporary-armchairs-and-accent-chairs.jpg,chairs
14144,data/Furniture_Data\chairs\Traditional\9466traditional-armchairs-and-accent-chairs.jpg,chairs
14145,data/Furniture_Data\chairs\Transitional\25931transitional-recliner-chairs.jpg,chairs
14146,data/Furniture_Data\chairs\Traditional\13867traditional-dining-chairs.jpg,chairs
14147,data/Furniture_Data\chairs\Contemporary\3258contemporary-armchairs-and-accent-chairs.jpg,chairs
14148,data/Furniture_Data\chairs\Transitional\23617transitional-armchairs-and-accent-chairs.jpg,chairs
14149,data/Furniture_Data\chairs\Asian\14230asian-dining-chairs.jpg,chairs
14150,data/Furniture_Data\chairs\Transitional\24324transitional-armchairs-and-accent-chairs.jpg,chairs
14151,data/Furniture_Data\chairs\Midcentury\8315midcentury-armchairs-and-accent-chairs.jpg,chairs
14152,data/Furniture_Data\chairs\Victorian\26898victorian-armchairs-and-accent-chairs.jpg,chairs
14153,data/Furniture_Data\chairs\Modern\5938modern-dining-chairs.jpg,chairs
14154,data/Furniture_Data\chairs\Contemporary\2675contemporary-dining-chairs.jpg,chairs
14155,data/Furniture_Data\chairs\Craftsman\28715craftsman-outdoor-dining-chairs.jpg,chairs
14156,data/Furniture_Data\chairs\Traditional\13453traditional-armchairs-and-accent-chairs.jpg,chairs
14157,data/Furniture_Data\chairs\Transitional\22805transitional-dining-chairs.jpg,chairs
14158,data/Furniture_Data\chairs\Modern\7882modern-dining-chairs.jpg,chairs
14159,data/Furniture_Data\chairs\Contemporary\4756contemporary-armchairs-and-accent-chairs.jpg,chairs
14160,data/Furniture_Data\chairs\Transitional\15994transitional-dining-chairs.jpg,chairs
14161,data/Furniture_Data\chairs\Midcentury\20243midcentury-armchairs-and-accent-chairs.jpg,chairs
14162,data/Furniture_Data\chairs\Midcentury\9294midcentury-dining-chairs.jpg,chairs
14163,data/Furniture_Data\chairs\Contemporary\3089contemporary-gliders.jpg,chairs
14164,data/Furniture_Data\chairs\Contemporary\4065contemporary-armchairs-and-accent-chairs.jpg,chairs
14165,data/Furniture_Data\chairs\Traditional\9697traditional-dining-chairs.jpg,chairs
14166,data/Furniture_Data\chairs\Traditional\13427traditional-dining-chairs.jpg,chairs
14167,data/Furniture_Data\chairs\Southwestern\22215southwestern-armchairs-and-accent-chairs.jpg,chairs
14168,data/Furniture_Data\chairs\Transitional\22487transitional-folding-chairs-and-stools.jpg,chairs
14169,data/Furniture_Data\chairs\Midcentury\20296midcentury-dining-chairs.jpg,chairs
14170,data/Furniture_Data\chairs\Traditional\13781traditional-dining-chairs.jpg,chairs
14171,data/Furniture_Data\chairs\Transitional\22696transitional-indoor-chaise-lounge-chairs.jpg,chairs
14172,data/Furniture_Data\chairs\Transitional\23540transitional-dining-chairs.jpg,chairs
14173,data/Furniture_Data\chairs\Contemporary\2100contemporary-armchairs-and-accent-chairs.jpg,chairs
14174,data/Furniture_Data\chairs\Contemporary\38contemporary-armchairs-and-accent-chairs.jpg,chairs
14175,data/Furniture_Data\chairs\Contemporary\2785contemporary-armchairs-and-accent-chairs.jpg,chairs
14176,data/Furniture_Data\chairs\Midcentury\17261midcentury-rocking-chairs.jpg,chairs
14177,data/Furniture_Data\chairs\Farmhouse\15185farmhouse-dining-chairs.jpg,chairs
14178,data/Furniture_Data\chairs\Transitional\26101transitional-dining-chairs.jpg,chairs
14179,data/Furniture_Data\chairs\Contemporary\511contemporary-folding-chairs-and-stools.jpg,chairs
14180,data/Furniture_Data\chairs\Contemporary\27contemporary-armchairs-and-accent-chairs.jpg,chairs
14181,data/Furniture_Data\chairs\Industrial\15705industrial-dining-chairs.jpg,chairs
14182,data/Furniture_Data\chairs\Transitional\20718transitional-armchairs-and-accent-chairs.jpg,chairs
14183,data/Furniture_Data\chairs\Traditional\10365traditional-armchairs-and-accent-chairs.jpg,chairs
14184,data/Furniture_Data\chairs\Midcentury\19671midcentury-dining-chairs.jpg,chairs
14185,data/Furniture_Data\chairs\Modern\8097modern-dining-chairs.jpg,chairs
14186,data/Furniture_Data\chairs\Traditional\13581traditional-armchairs-and-accent-chairs.jpg,chairs
14187,data/Furniture_Data\chairs\Contemporary\4409contemporary-armchairs-and-accent-chairs.jpg,chairs
14188,data/Furniture_Data\chairs\Modern\7400modern-dining-chairs.jpg,chairs
14189,data/Furniture_Data\chairs\Eclectic\5004eclectic-armchairs-and-accent-chairs.jpg,chairs
14190,data/Furniture_Data\chairs\Farmhouse\15118farmhouse-dining-chairs.jpg,chairs
14191,data/Furniture_Data\chairs\Contemporary\20819contemporary-dining-chairs.jpg,chairs
14192,data/Furniture_Data\chairs\Traditional\11563traditional-dining-chairs.jpg,chairs
14193,data/Furniture_Data\chairs\Contemporary\20691contemporary-armchairs-and-accent-chairs.jpg,chairs
14194,data/Furniture_Data\chairs\Midcentury\20073midcentury-armchairs-and-accent-chairs.jpg,chairs
14195,data/Furniture_Data\chairs\Transitional\23830transitional-armchairs-and-accent-chairs.jpg,chairs
14196,data/Furniture_Data\chairs\Modern\6034modern-dining-chairs.jpg,chairs
14197,data/Furniture_Data\chairs\Transitional\24091transitional-dining-chairs.jpg,chairs
14198,data/Furniture_Data\chairs\Contemporary\340contemporary-armchairs-and-accent-chairs.jpg,chairs
14199,data/Furniture_Data\chairs\Transitional\23894transitional-dining-chairs.jpg,chairs
14200,data/Furniture_Data\chairs\Traditional\12331traditional-armchairs-and-accent-chairs.jpg,chairs
14201,data/Furniture_Data\chairs\Beach\24733beach-style-dining-chairs.jpg,chairs
14202,data/Furniture_Data\chairs\Southwestern\22208southwestern-dining-chairs.jpg,chairs
14203,data/Furniture_Data\chairs\Contemporary\3611contemporary-armchairs-and-accent-chairs.jpg,chairs
14204,data/Furniture_Data\chairs\Tropical\26500tropical-armchairs-and-accent-chairs.jpg,chairs
14205,data/Furniture_Data\chairs\Asian\14101asian-dining-chairs.jpg,chairs
14206,data/Furniture_Data\chairs\Craftsman\27909craftsman-bar-stools-and-counter-stools.jpg,chairs
14207,data/Furniture_Data\chairs\Traditional\11581traditional-armchairs-and-accent-chairs.jpg,chairs
14208,data/Furniture_Data\chairs\Midcentury\18356midcentury-armchairs-and-accent-chairs.jpg,chairs
14209,data/Furniture_Data\chairs\Scandinavian\22125scandinavian-dining-chairs.jpg,chairs
14210,data/Furniture_Data\chairs\Transitional\23047transitional-dining-chairs.jpg,chairs
14211,data/Furniture_Data\chairs\Transitional\25064transitional-dining-chairs.jpg,chairs
14212,data/Furniture_Data\chairs\Tropical\26471tropical-armchairs-and-accent-chairs.jpg,chairs
14213,data/Furniture_Data\chairs\Tropical\26634tropical-dining-chairs.jpg,chairs
14214,data/Furniture_Data\chairs\Traditional\12015traditional-dining-chairs.jpg,chairs
14215,data/Furniture_Data\chairs\Traditional\12697traditional-dining-chairs.jpg,chairs
14216,data/Furniture_Data\chairs\Modern\8119modern-dining-chairs.jpg,chairs
14217,data/Furniture_Data\chairs\Midcentury\17172midcentury-armchairs-and-accent-chairs.jpg,chairs
14218,data/Furniture_Data\chairs\Traditional\10020traditional-recliner-chairs.jpg,chairs
14219,data/Furniture_Data\chairs\Industrial\38731industrial-bar-stools-and-counter-stools.jpg,chairs
14220,data/Furniture_Data\chairs\Eclectic\4909eclectic-rocking-chairs.jpg,chairs
14221,data/Furniture_Data\chairs\Transitional\25503transitional-dining-chairs.jpg,chairs
14222,data/Furniture_Data\chairs\Traditional\12915traditional-armchairs-and-accent-chairs.jpg,chairs
14223,data/Furniture_Data\chairs\Traditional\9894traditional-armchairs-and-accent-chairs.jpg,chairs
14224,data/Furniture_Data\chairs\Contemporary\376contemporary-armchairs-and-accent-chairs.jpg,chairs
14225,data/Furniture_Data\chairs\Midcentury\20323midcentury-dining-chairs.jpg,chairs
14226,data/Furniture_Data\chairs\Modern\7332modern-dining-chairs.jpg,chairs
14227,data/Furniture_Data\chairs\Transitional\22681transitional-recliner-chairs.jpg,chairs
14228,data/Furniture_Data\chairs\Transitional\24372transitional-dining-chairs.jpg,chairs
14229,data/Furniture_Data\chairs\Midcentury\18638midcentury-armchairs-and-accent-chairs.jpg,chairs
14230,data/Furniture_Data\chairs\Transitional\23909transitional-armchairs-and-accent-chairs.jpg,chairs
14231,data/Furniture_Data\chairs\Transitional\20806transitional-armchairs-and-accent-chairs.jpg,chairs
14232,data/Furniture_Data\chairs\Transitional\24997transitional-dining-chairs.jpg,chairs
14233,data/Furniture_Data\chairs\Transitional\24661transitional-dining-chairs.jpg,chairs
14234,data/Furniture_Data\chairs\Eclectic\4881eclectic-armchairs-and-accent-chairs.jpg,chairs
14235,data/Furniture_Data\chairs\Contemporary\298contemporary-armchairs-and-accent-chairs.jpg,chairs
14236,data/Furniture_Data\chairs\Rustic\21116rustic-armchairs-and-accent-chairs.jpg,chairs
14237,data/Furniture_Data\chairs\Transitional\9387transitional-armchairs-and-accent-chairs.jpg,chairs
14238,data/Furniture_Data\chairs\Farmhouse\14916farmhouse-dining-chairs.jpg,chairs
14239,data/Furniture_Data\chairs\Midcentury\9270midcentury-dining-chairs.jpg,chairs
14240,data/Furniture_Data\chairs\Modern\5697modern-indoor-chaise-lounge-chairs.jpg,chairs
14241,data/Furniture_Data\chairs\Midcentury\18123midcentury-dining-chairs.jpg,chairs
14242,data/Furniture_Data\chairs\Transitional\25046transitional-armchairs-and-accent-chairs.jpg,chairs
14243,data/Furniture_Data\chairs\Asian\14108asian-dining-chairs.jpg,chairs
14244,data/Furniture_Data\chairs\Transitional\25370transitional-dining-chairs.jpg,chairs
14245,data/Furniture_Data\chairs\Farmhouse\34083farmhouse-armchairs-and-accent-chairs.jpg,chairs
14246,data/Furniture_Data\chairs\Midcentury\19765midcentury-armchairs-and-accent-chairs.jpg,chairs
14247,data/Furniture_Data\chairs\Transitional\26053transitional-dining-chairs.jpg,chairs
14248,data/Furniture_Data\chairs\Traditional\10856traditional-dining-chairs.jpg,chairs
14249,data/Furniture_Data\chairs\Transitional\25516transitional-dining-chairs.jpg,chairs
14250,data/Furniture_Data\chairs\Traditional\12833traditional-dining-chairs.jpg,chairs
14251,data/Furniture_Data\chairs\Southwestern\21340southwestern-rocking-chairs.jpg,chairs
14252,data/Furniture_Data\chairs\Asian\20604asian-accent-and-garden-stools.jpg,chairs
14253,data/Furniture_Data\chairs\Scandinavian\20660scandinavian-armchairs-and-accent-chairs.jpg,chairs
14254,data/Furniture_Data\chairs\Contemporary\2932contemporary-armchairs-and-accent-chairs.jpg,chairs
14255,data/Furniture_Data\chairs\Contemporary\2446contemporary-armchairs-and-accent-chairs.jpg,chairs
14256,data/Furniture_Data\chairs\Midcentury\20151midcentury-dining-chairs.jpg,chairs
14257,data/Furniture_Data\chairs\Transitional\23652transitional-armchairs-and-accent-chairs.jpg,chairs
14258,data/Furniture_Data\chairs\Transitional\22836transitional-dining-chairs.jpg,chairs
14259,data/Furniture_Data\chairs\Modern\5726modern-indoor-chaise-lounge-chairs.jpg,chairs
14260,data/Furniture_Data\chairs\Modern\7059modern-dining-chairs.jpg,chairs
14261,data/Furniture_Data\chairs\Transitional\22551transitional-rocking-chairs.jpg,chairs
14262,data/Furniture_Data\chairs\Transitional\23588transitional-dining-chairs.jpg,chairs
14263,data/Furniture_Data\chairs\Transitional\23442transitional-armchairs-and-accent-chairs.jpg,chairs
14264,data/Furniture_Data\chairs\Transitional\24445transitional-dining-chairs.jpg,chairs
14265,data/Furniture_Data\chairs\Transitional\22675transitional-recliner-chairs.jpg,chairs
14266,data/Furniture_Data\chairs\Transitional\24072transitional-armchairs-and-accent-chairs.jpg,chairs
14267,data/Furniture_Data\chairs\Midcentury\17456midcentury-dining-chairs.jpg,chairs
14268,data/Furniture_Data\chairs\Tropical\26476tropical-armchairs-and-accent-chairs.jpg,chairs
