ImgPath,Class,Style
data/Furniture_Data\beds\Rustic\8771rustic-kids-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8755rustic-platform-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\4900rustic-panel-beds.jpg,beds,Rustic
augmentation_Task3_2\beds\Rustic\8800rustic-bunk-beds_aug_163.png,beds,Rustic
augmentation_Task3_2\beds\Rustic\8849rustic-murphy-beds_aug_168.png,beds,Rustic
data/Furniture_Data\beds\Rustic\8757rustic-panel-beds.jpg,beds,Rustic
augmentation_Task3_2\beds\Rustic\8755rustic-platform-beds_aug_170.png,beds,Rustic
data/Furniture_Data\beds\Rustic\8764rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8908rustic-bunk-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\3608rustic-panel-beds.jpg,beds,Rustic
augmentation_Task3_2\beds\Rustic\8859rustic-platform-beds_aug_188.png,beds,Rustic
data/Furniture_Data\beds\Rustic\5033rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\2861rustic-platform-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8916rustic-bunk-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8780rustic-platform-beds.jpg,beds,Rustic
augmentation_Task3_2\beds\Rustic\8798rustic-panel-beds_aug_180.png,beds,Rustic
data/Furniture_Data\beds\Rustic\8756rustic-murphy-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8422rustic-platform-beds.jpg,beds,Rustic
augmentation_Task3_2\beds\Rustic\8884rustic-kids-beds_aug_173.png,beds,Rustic
augmentation_Task3_2\beds\Rustic\2560rustic-platform-beds_aug_167.png,beds,Rustic
data/Furniture_Data\beds\Rustic\8813rustic-bunk-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8932rustic-platform-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8892rustic-platform-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8874rustic-bunk-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8832rustic-daybeds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8815rustic-bunk-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8788rustic-loft-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8860rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\2943rustic-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8882rustic-daybeds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\4406rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8781rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8776rustic-daybeds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8319rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\2530rustic-platform-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8840rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8841rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8762rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8845rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8797rustic-kids-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8834rustic-bunk-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8793rustic-bunk-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8779rustic-platform-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8770rustic-loft-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\4428rustic-canopy-beds.jpg,beds,Rustic
augmentation_Task3_2\beds\Rustic\8837rustic-murphy-beds_aug_196.png,beds,Rustic
data/Furniture_Data\beds\Rustic\5604rustic-panel-beds.jpg,beds,Rustic
augmentation_Task3_2\beds\Rustic\8969rustic-panel-beds_aug_184.png,beds,Rustic
data/Furniture_Data\beds\Rustic\8809rustic-kids-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\4117rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8341rustic-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\2857rustic-platform-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8830rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8783rustic-bunk-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\7813rustic-panel-beds.jpg,beds,Rustic
augmentation_Task3_2\beds\Rustic\8786rustic-panel-beds_aug_172.png,beds,Rustic
data/Furniture_Data\beds\Rustic\8826rustic-panel-beds.jpg,beds,Rustic
augmentation_Task3_2\beds\Rustic\8764rustic-panel-beds_aug_191.png,beds,Rustic
data/Furniture_Data\beds\Rustic\8865rustic-loft-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8861rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8839rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8848rustic-bunk-beds.jpg,beds,Rustic
augmentation_Task3_2\beds\Rustic\8815rustic-bunk-beds_aug_165.png,beds,Rustic
data/Furniture_Data\beds\Rustic\8927rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8784rustic-kids-beds.jpg,beds,Rustic
augmentation_Task3_2\beds\Rustic\8947rustic-bunk-beds_aug_197.png,beds,Rustic
data/Furniture_Data\beds\Rustic\8903rustic-kids-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8922rustic-beds.jpg,beds,Rustic
augmentation_Task3_2\beds\Rustic\5033rustic-panel-beds_aug_182.png,beds,Rustic
data/Furniture_Data\beds\Rustic\8806rustic-bunk-beds.jpg,beds,Rustic
augmentation_Task3_2\beds\Rustic\8771rustic-kids-beds_aug_166.png,beds,Rustic
data/Furniture_Data\beds\Rustic\8899rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8852rustic-bunk-beds.jpg,beds,Rustic
augmentation_Task3_2\beds\Rustic\8784rustic-kids-beds_aug_179.png,beds,Rustic
data/Furniture_Data\beds\Rustic\8886rustic-kids-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\7521rustic-daybeds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\2547rustic-kids-beds.jpg,beds,Rustic
augmentation_Task3_2\beds\Rustic\7581rustic-bunk-beds_aug_199.png,beds,Rustic
data/Furniture_Data\beds\Rustic\8959rustic-platform-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\4841rustic-sleigh-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8859rustic-platform-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8869rustic-kids-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8966rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\5387rustic-platform-beds.jpg,beds,Rustic
augmentation_Task3_2\beds\Rustic\8841rustic-panel-beds_aug_164.png,beds,Rustic
data/Furniture_Data\beds\Rustic\8553rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8887rustic-kids-beds.jpg,beds,Rustic
augmentation_Task3_2\beds\Rustic\8827rustic-panel-beds_aug_174.png,beds,Rustic
data/Furniture_Data\beds\Rustic\8906rustic-panel-beds.jpg,beds,Rustic
augmentation_Task3_2\beds\Rustic\8809rustic-kids-beds_aug_194.png,beds,Rustic
data/Furniture_Data\beds\Rustic\8769rustic-bunk-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8898rustic-canopy-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8820rustic-loft-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8888rustic-kids-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8833rustic-daybeds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\3311rustic-panel-beds.jpg,beds,Rustic
augmentation_Task3_2\beds\Rustic\8861rustic-panel-beds_aug_190.png,beds,Rustic
data/Furniture_Data\beds\Rustic\8782rustic-bunk-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8851rustic-bunk-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8876rustic-kids-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8915rustic-bunk-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8953rustic-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8862rustic-loft-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8819rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8761rustic-platform-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8941rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8775rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\7613rustic-bunk-beds.jpg,beds,Rustic
augmentation_Task3_2\beds\Rustic\7521rustic-daybeds_aug_181.png,beds,Rustic
data/Furniture_Data\beds\Rustic\8827rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8914rustic-bunk-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8863rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8796rustic-platform-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8818rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\3239rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\2619rustic-platform-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\7581rustic-bunk-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8799rustic-platform-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8866rustic-loft-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8947rustic-bunk-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8858rustic-loft-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8837rustic-murphy-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8856rustic-platform-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8808rustic-bunk-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8791rustic-canopy-beds.jpg,beds,Rustic
augmentation_Task3_2\beds\Rustic\8796rustic-platform-beds_aug_183.png,beds,Rustic
data/Furniture_Data\beds\Rustic\8773rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\7900rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8786rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8767rustic-bunk-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\2721rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8825rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8877rustic-kids-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8774rustic-canopy-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8939rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\7726rustic-platform-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\7609rustic-bunk-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8951rustic-bunk-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\4445rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8870rustic-kids-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\5657rustic-platform-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8864rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\3148rustic-platform-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8855rustic-bunk-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8849rustic-murphy-beds.jpg,beds,Rustic
augmentation_Task3_2\beds\Rustic\8763rustic-panel-beds_aug_171.png,beds,Rustic
data/Furniture_Data\beds\Rustic\8884rustic-kids-beds.jpg,beds,Rustic
augmentation_Task3_2\beds\Rustic\8830rustic-panel-beds_aug_198.png,beds,Rustic
data/Furniture_Data\beds\Rustic\8800rustic-bunk-beds.jpg,beds,Rustic
augmentation_Task3_2\beds\Rustic\8864rustic-panel-beds_aug_187.png,beds,Rustic
data/Furniture_Data\beds\Rustic\8758rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8846rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\3947rustic-platform-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\7891rustic-platform-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8772rustic-kids-beds.jpg,beds,Rustic
augmentation_Task3_2\beds\Rustic\8845rustic-panel-beds_aug_162.png,beds,Rustic
data/Furniture_Data\beds\Rustic\8844rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8964rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8867rustic-loft-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8969rustic-panel-beds.jpg,beds,Rustic
augmentation_Task3_2\beds\Rustic\8888rustic-kids-beds_aug_193.png,beds,Rustic
data/Furniture_Data\beds\Rustic\2560rustic-platform-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8938rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8263rustic-bunk-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8965rustic-panel-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8961rustic-platform-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\3071rustic-beds.jpg,beds,Rustic
data/Furniture_Data\beds\Rustic\8895rustic-canopy-beds.jpg,beds,Rustic
augmentation_Task3_2\beds\Rustic\8852rustic-bunk-beds_aug_195.png,beds,Rustic
data/Furniture_Data\beds\Rustic\8918rustic-bunk-beds.jpg,beds,Rustic
augmentation_Task3_2\beds\Scandinavian\3480scandinavian-panel-beds_aug_59.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\9207scandinavian-daybeds_aug_63.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\5019scandinavian-panel-beds_aug_163.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\5482scandinavian-platform-beds_aug_174.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\2860scandinavian-platform-beds_aug_45.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\3489scandinavian-panel-beds_aug_188.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\2860scandinavian-platform-beds_aug_23.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\9205scandinavian-platform-beds_aug_83.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\3056scandinavian-panel-beds_aug_72.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\9204scandinavian-platform-beds_aug_99.png,beds,Scandinavian
data/Furniture_Data\beds\Scandinavian\5019scandinavian-panel-beds.jpg,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\2628scandinavian-platform-beds_aug_98.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\2802scandinavian-loft-beds_aug_80.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\3503scandinavian-platform-beds_aug_25.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\9187scandinavian-platform-beds_aug_167.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\3480scandinavian-panel-beds_aug_37.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\3480scandinavian-panel-beds_aug_125.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\9187scandinavian-platform-beds_aug_101.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\9207scandinavian-daybeds_aug_173.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\9196scandinavian-platform-beds_aug_172.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\9191scandinavian-platform-beds_aug_66.png,beds,Scandinavian
data/Furniture_Data\beds\Scandinavian\4881scandinavian-platform-beds.jpg,beds,Scandinavian
data/Furniture_Data\beds\Scandinavian\2802scandinavian-loft-beds.jpg,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\2802scandinavian-loft-beds_aug_168.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\9187scandinavian-platform-beds_aug_123.png,beds,Scandinavian
data/Furniture_Data\beds\Scandinavian\3489scandinavian-panel-beds.jpg,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\9203scandinavian-panel-beds_aug_134.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\9201scandinavian-panel-beds_aug_60.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\2627scandinavian-platform-beds_aug_92.png,beds,Scandinavian
data/Furniture_Data\beds\Scandinavian\9201scandinavian-panel-beds.jpg,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\9196scandinavian-platform-beds_aug_40.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\2654scandinavian-bunk-beds_aug_115.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\3489scandinavian-panel-beds_aug_144.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\2654scandinavian-bunk-beds_aug_159.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\9191scandinavian-platform-beds_aug_176.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\4881scandinavian-platform-beds_aug_118.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\9187scandinavian-platform-beds_aug_189.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\9191scandinavian-platform-beds_aug_154.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\2802scandinavian-loft-beds_aug_146.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\3373scandinavian-platform-beds_aug_117.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\3056scandinavian-panel-beds_aug_138.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\2627scandinavian-platform-beds_aug_158.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\9205scandinavian-platform-beds_aug_171.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\9204scandinavian-platform-beds_aug_33.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\9201scandinavian-panel-beds_aug_170.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\2627scandinavian-platform-beds_aug_180.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\3503scandinavian-platform-beds_aug_179.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\5019scandinavian-panel-beds_aug_185.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\9203scandinavian-panel-beds_aug_24.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\9191scandinavian-platform-beds_aug_88.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\2860scandinavian-platform-beds_aug_155.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\5101scandinavian-kids-beds_aug_175.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\3480scandinavian-panel-beds_aug_147.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\4881scandinavian-platform-beds_aug_30.png,beds,Scandinavian
data/Furniture_Data\beds\Scandinavian\2627scandinavian-platform-beds.jpg,beds,Scandinavian
data/Furniture_Data\beds\Scandinavian\3373scandinavian-platform-beds.jpg,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\3373scandinavian-platform-beds_aug_73.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\9187scandinavian-platform-beds_aug_79.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\2628scandinavian-platform-beds_aug_120.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\5482scandinavian-platform-beds_aug_152.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\9196scandinavian-platform-beds_aug_62.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\9207scandinavian-daybeds_aug_41.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\9204scandinavian-platform-beds_aug_121.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\2654scandinavian-bunk-beds_aug_49.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\5482scandinavian-platform-beds_aug_42.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\9203scandinavian-panel-beds_aug_178.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\2802scandinavian-loft-beds_aug_190.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\3056scandinavian-panel-beds_aug_182.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\3489scandinavian-panel-beds_aug_100.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\5019scandinavian-panel-beds_aug_75.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\4881scandinavian-platform-beds_aug_162.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\9204scandinavian-platform-beds_aug_165.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\3373scandinavian-platform-beds_aug_95.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\2628scandinavian-platform-beds_aug_54.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\5101scandinavian-kids-beds_aug_153.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\9204scandinavian-platform-beds_aug_77.png,beds,Scandinavian
augmentation_Task3_2\beds\Scandinavian\5101scandinavian-kids-beds_aug_131.png,beds,Scandinavian
